What is your sex?,What is your year?,What is your course?,What was your GWA in the previous semester at PLM?,What was your Senior High School strand?,What was your first choice upon applying to PLM?2,What was your second choice upon applying to PLM?3,What was your third choice upon applying to PLM?2,I do important decisions on my own,I considered the background of the school in choosing a particular course,I consider the  number of potential job opportunities as an important factor       ,I consider the level of salary offered by potential job opportunities as an important factor,Who decided for you to choose your course?, I find my skills aligned with my current course, I find my  interests aligned with my current course       ,I find my hobbies aligned with my current course,Who inspire or motivated in your choice of course?,I am having the best college experience       ,I find the class size affecting my interest in the course,I find the   class size stimulating in my learning experience,I am in a  group of friends in my current course who shares the same interests with me       2,I can easily get affected/influenced by my friends’ decision       3,How many are you in your section/block?, I find my expectations match with my current course’s curriculum content       , I like my current course       ,                  I can easily learn lessons from the   subjects that I am taking right now              , I feel like the subjects offered in my current course is lacking       ,I had trouble  choosing my course upon applying in PLM       ,I find my  entire educational experience at this course excellent       ,I am satisfied with the set of instructors in my current course       ,I consider my college offering an effective academic advising       , I worry that I am not good/performing   enough for my subjects       ,I experienced  an effective course advising in high school,"If you could start over again, would you choose the same course you are attending now?","If you will be given a chance to shift to a different course, would you grab the opportunity?"
Male,Third Year,BSCE,2.01-2.50,STEM,BSME,BSCE,BSIT,Disagree,Disagree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,31-50,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCE,2.51-3.00,STEM,BSCE,BSEE,BSIT,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Agree,N/A,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Disagree,Yes,No
Female,First Year,BSIT,1.00-1.50,BAM,BSN,BSIT,BSCS,Agree,Strongly Agree,Agree,Agree,Myself,Disagree,Disagree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Yes,Yes
Male,First Year,BSCpE,N/A,STEM,BSN,BSCpE,BSIT,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Disagree,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,No,Yes
Male,First Year,BSIT,N/A,TVL,BSCpE,BSIT,BSECE,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Professionals,Agree,Disagree,Strongly Agree,Disagree,Disagree,51-70,Agree,Agree,Agree,Disagree,N/A,Agree,Agree,Agree,Agree,Agree,No,No
Female,Third Year,BSIT,N/A,BAM,BSHM,BSTM,BSIT,Agree,Agree,Agree,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Agree,Strongly Disagree,Agree,31-50,Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSTM,1.51-2.00,BAM,BSTM,BSHM,BSA,Agree,Agree,Agree,Strongly Agree,Myself,Agree,Agree,Agree,Myself,Agree,Disagree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Yes,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSME,Agree,Agree,Agree,Agree,Family,N/A,N/A,N/A,Family,N/A,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCpE,2.51-3.00,TVL,BSCpE,BSIT,BSN,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Disagree,Disagree,Disagree,Family,Disagree,Agree,Agree,Disagree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BSN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Disagree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSN,BSBio,BSPT,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Strongly Agree,Disagree,Family,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,31-50,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,No,No
Female,Second Year,BSECE,1.51-2.00,STEM,BSN,BSPsy,BSPT,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,31-50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSIT,1.00-1.50,BAM,BSPsy,BSIT,BSPT,Agree,Disagree,Agree,Agree,Family,N/A,N/A,N/A,Family,N/A,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,N/A,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Male,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSN,BSPT,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,31-50,Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,No,Yes
Male,Second Year,BSTM,1.00-1.50,BAM,BSA,BSTM,BSPsy,Disagree,Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Disagree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSIT,2.01-2.50,TVL,BSIT,BSBA_HRM,BSPsy,Agree,Agree,Agree,Strongly Agree,Family,Disagree,Disagree,Agree,Family,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,31-50,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSMath,BSPsy,Disagree,Agree,Strongly Agree,Agree,Family,Strongly Disagree,Disagree,Disagree,Family,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSMath,BSPsy,Disagree,Disagree,Agree,Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Yes,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSIT,BSMath,BSPsy,Strongly Disagree,Disagree,Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,31-50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,First Year,BSCpE,N/A,HESS,BSIT,BSTM,BSN,Agree,Agree,Agree,Agree,Family,Disagree,Agree,Disagree,Myself,Disagree,Disagree,Agree,Disagree,Disagree,51-70,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSBA_FM,1.00-1.50,BAM,BSBA_MM,BSBA_FM,BSTM,Agree,Strongly Agree,Strongly Agree,Agree,Family,Agree,Disagree,Agree,Family,Agree,Disagree,Agree,Agree,Agree,31-50,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BS_Arch,BSTM,Agree,Agree,Agree,Agree,Family,Disagree,Agree,Disagree,Family,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Yes,Yes
Female,Third Year,BSBA_OM,1.00-1.50,HESS,BPA,BAC,BSEd_SS,Agree,Agree,Agree,Agree,Family,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSBA_BE,1.00-1.50,HESS,BSPsy,BSN,BSBA_BE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Institution,Disagree,Disagree,Disagree,Family,Agree,Disagree,Disagree,Strongly Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCE,1.00-1.50,STEM,BS_Arch,BSCE,BSCHE,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Strongly Agree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCE,1.51-2.00,STEM,BSN,BS_Arch,BSCE,Disagree,Strongly Agree,Strongly Agree,Agree,Family,Disagree,Disagree,Disagree,Family,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,No,No
Female,Third Year,BSIT,1.51-2.00,BAM,BSBA_FM,BSBA_MM,BSCE,Disagree,Strongly Agree,Strongly Agree,Agree,Family,Agree,Agree,Disagree,Family,Strongly Disagree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSIT,1.00-1.50,STEM,BSBio,BSPsy,BSIT,Agree,Disagree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Agree,31-50,Disagree,Strongly Disagree,N/A,Agree,Agree,Disagree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSTM,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Family,Strongly Disagree,Disagree,Disagree,Agree,Agree,31-50,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,N/A,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSA,1.00-1.50,BAM,BSA,BSBA_BE,BSBA_FM,Agree,Agree,Strongly Agree,Strongly Agree,Teachers,Agree,Disagree,Strongly Disagree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,Yes
Male,Second Year,BSIT,1.51-2.00,STEM,BSIT,BSCpE,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Female,Third Year,BSCS,2.01-2.50,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSCS,2.01-2.50,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Female,Second Year,BSIT,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Disagree,Disagree,Agree,Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Female,First Year,BSIT,N/A,STEM,BSPsy,BSN,BSIT,Agree,Agree,Agree,Agree,Myself,Disagree,Disagree,Strongly Disagree,Professionals,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Female,Second Year,BSIT,1.00-1.50,STEM,BSIT,BSCS,BSPsy,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Professionals,N/A,Agree,Disagree,Disagree,Strongly Disagree,31-50,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSCS,1.51-2.00,TVL,BEEd,BSCS,BSIT,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Disagree,Agree,Socioeconomic ,Disagree,Strongly Disagree,Agree,Agree,Agree,31-50,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCS,1.00-1.50,BAM,BSA,BSPsy,BSCE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Agree,Disagree,Professionals,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSIT,1.00-1.50,STEM,BSIT,BSA,BSMath,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Strongly Agree,Professionals,Agree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Yes,No
Female,Third Year,BSCS,1.00-1.50,BAM,BSA,BSPsy,BSCE,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Strongly Agree,Disagree,Professionals,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSME,1.00-1.50,STEM,BSBio,BSME,BSCpE,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Professionals,N/A,Agree,Agree,Strongly Agree,Agree,31-50,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSBA_MM,1.51-2.00,BAM,BSA,BSBA_MM,BAC,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSBA_FM,1.00-1.50,BAM,BSBA_FM,BS_ENTRE,BEEd,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.51-2.00,TVL,BSIT,BSIT,BPEd,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Strongly Agree,Strongly Agree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSCE,1.51-2.00,STEM,BSCE,BSEE,BPA,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Yes,No
Female,Second Year,BS_ENTRE,2.01-2.50,BAM,BSA,BSBA_FM,BS_Arch,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSA,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSTM,BS_Arch,Agree,Strongly Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Second Year,BSIT,1.00-1.50,TVL,BSIT,BSCS,BS_Arch,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Male,Second Year,BSIT,1.00-1.50,STEM,BSN,BSIT,BS_Arch,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Yes,Yes
Female,Second Year,BS_ENTRE,1.51-2.00,TVL,BSBA_MM,BSHM,BSA,Agree,Agree,Strongly Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCE,2.01-2.50,BAM,BSBA_HRM,BSBA_FM,BSA,Disagree,Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Agree,Family,Disagree,Disagree,Disagree,Disagree,Agree,31-50,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSCpE,1.51-2.00,STEM,BSCE,BSCpE,BSA,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,No,No
Female,First Year,BSEE,N/A,BAM,BSEE,BSCE,BSA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,TVL,BSIT,BSECE,BSA,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Agree,Disagree,Agree,Family,Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,31-50,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Yes,Yes
Male,Second Year,BSIT,1.51-2.00,STEM,BSCE,BSIT,BSA,Agree,Strongly Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Yes,No
Female,First Year,BSCHE,N/A,STEM,BSN,BSPT,BSBio,Agree,Agree,Agree,Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSCE,1.00-1.50,STEM,BSCE,BSA,BSA,Strongly Agree,Agree,Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCE,2.01-2.50,STEM,BSCE,BSCHE,BSBio,Strongly Agree,Agree,Strongly Agree,Disagree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,Second Year,BSCE,1.00-1.50,STEM,BSCE,BSCpE,BSBio,Strongly Agree,Agree,Agree,Strongly Agree,Myself,Strongly Disagree,Agree,Strongly Disagree,Family,Strongly Disagree,Disagree,Agree,Agree,Agree,31-50,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSCS,2.01-2.50,STEM,BSCS,BSCpE,BSBio,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Female,Third Year,BSIT,1.51-2.00,STEM,BSIT,BSCS,BSBio,Strongly Agree,Agree,Strongly Agree,Agree,Myself,Agree,Disagree,Disagree,Family,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,31-50,Strongly Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,No,Yes
Female,Third Year,BSA,1.00-1.50,BAM,BSA,BS_ENTRE,BSBA_FM,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,No,No
Female,Second Year,BSBA_MM,1.00-1.50,BAM,BSA,BSBA_MM,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Female,Second Year,BS_ENTRE,1.00-1.50,BAM,BSA,BS_ENTRE,BSBA_FM,Strongly Agree,Agree,Agree,Agree,Myself,Agree,Strongly Agree,Agree,Family,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSTM,1.51-2.00,BAM,BSTM,BSA,BSBA_FM,Agree,Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Disagree,Family,Agree,Disagree,Agree,Strongly Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Female,Third Year,BSIT,1.00-1.50,HESS,BSIT,BSPsy,BSBA_FM,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSA,1.00-1.50,BAM,BSA,BSBA_FM,BSBA_HRM,Agree,Strongly Agree,Agree,Agree,Myself,Agree,Disagree,Disagree,Family,Agree,Agree,Agree,Agree,Agree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Female,Third Year,BSBA_FM,1.00-1.50,BAM,BSA,BSBA_FM,BSMath,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Disagree,Disagree,Disagree,Teachers,N/A,Agree,Agree,Agree,Disagree,51-70,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,No,Yes
Female,Third Year,BSBA_FM,1.51-2.00,BAM,BSA,BSBA_FM,BSBA_HRM,Agree,Agree,Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,N/A,Agree,Agree,Strongly Agree,Strongly Agree,31-50,Agree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,No,Yes
Female,Second Year,BS_ENTRE,1.51-2.00,BAM,BSA,BSBA_FM,BSBA_HRM,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Strongly Agree,Strongly Agree,Strongly Agree,Family,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Agree,No,Yes
Male,Second Year,BS_ENTRE,1.51-2.00,BAM,BSHM,BS_ENTRE,BSBA_HRM,Agree,Disagree,Strongly Agree,Strongly Agree,Myself,Disagree,Agree,Disagree,Family,Disagree,Disagree,Agree,Disagree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Agree,No,Yes
Female,Second Year,BSIT,1.00-1.50,STEM,BSCpE,BSIT,BSBA_HRM,Agree,Disagree,Agree,Strongly Agree,Myself,Agree,Agree,Agree,Family,Agree,Disagree,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Disagree,No,No
