sex,year,current_course,gwa,strand,first_choice,second_choice,third_choice,decision_making1,decision_making2,decision_making3,decision_making4,decision_making5,decision_making6,decision_making7,decision_making8,personal_assessment1,personal_assessment2,personal_assessment3,course_environment1,course_environment2,course_environment3,course_environment4,course_environment5,course_satisfaction1,course_satisfaction2,course_satisfaction3,course_satisfaction4,academic_experience1,academic_experience2,academic_experience3,academic_experience4,academic_experience5,academic_experience6,academic_experience7,same_course,different_course
Male,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSN,Agree,N/A,Agree,Agree,Agree,Agree,Relatives,Friends and/or boyfriend/girlfriend,N/A,Agree,Agree,N/A,Agree,N/A,Agree,31-50,Agree,N/A,N/A,Disagree,N/A,N/A,N/A,Agree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSCS,2.01-2.50,BAM,BSCS,BSA,BSBAOM,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Relatives,Relatives,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSCpE,Agree,Disagree,Agree,Agree,Agree,Agree,Relatives,Relatives,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,N/A,N/A,Agree,N/A,Agree,N/A,No,Yes
Male,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSCpE,BSIT,Agree,Strongly Disagree,Agree,Agree,Disagree,Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,31-50,Agree,Agree,Disagree,N/A,N/A,Disagree,Agree,Strongly Agree,Agree,Agree,N/A,Yes,No
Male,Third Year,BSCS,2.01-2.50,STEM,BSArch,BSCS,BSPsy,Agree,Disagree,Strongly Agree,Disagree,Disagree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Strongly Agree,Agree,N/A,Agree,Agree,Disagree,31-50,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Yes,No
Female,First Year,BSCpE,N/A,STEM,BSCpE,BSCS,BSPsy,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,31-50,Agree,Strongly Agree,Agree,Disagree,N/A,N/A,N/A,Disagree,Agree,Agree,Agree,Yes,No
Male,Third Year,BSCS,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Agree,Disagree,Agree,Agree,Disagree,Strongly Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,51-70,Agree,Strongly Agree,Agree,Disagree,N/A,Disagree,Disagree,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSCS,N/A,HESS,BSCpE,BSCS,BSIT,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Teachers,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,No,Yes
Male,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSME,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,N/A,Myself,Other,Agree,Agree,Agree,Disagree,Disagree,Agree,Strongly Disagree,31-50,Disagree,Agree,Disagree,Agree,N/A,N/A,Agree,Disagree,N/A,Strongly Agree,Disagree,Yes,No
Female,Third Year,BSCS,2.01-2.50,TVL,BSIT,BSCS,BSPsy,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Myself,Teachers,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,No,Yes
Female,Third Year,BSECE,1.00-1.50,STEM,BSECE,BSCE,BSCpE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Disagree,10-30,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Agree,Yes,No
Female,Second Year,BSCpE,2.51-3.00,TVL,BSCpE,BSIT,BSN,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Parents,Parents,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,31-50,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Female,Second Year,BSECE,1.51-2.00,STEM,BSECE,BSCE,BSEE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Agree,No,No
Female,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSCpE,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Disagree,51-70,Agree,Strongly Agree,Agree,Disagree,N/A,N/A,N/A,Disagree,Disagree,Agree,Agree,Yes,No
Female,Second Year,BSCS,1.51-2.00,STEM,BSCS,BSCpE,BSPsy,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Other,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Disagree,Agree,51-70,Strongly Disagree,Agree,Agree,Strongly Agree,N/A,Strongly Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Yes,No
Male,First Year,BSCS,N/A,STEM,BSBio,BSCS,BSN,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Myself,Siblings,Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,N/A,N/A,N/A,Agree,Agree,N/A,Strongly Agree,Disagree,Yes,Yes
Male,First Year,BSCS,N/A,STEM,BSCS,BSCpE,BSA,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,51-70,Disagree,Disagree,Agree,Agree,N/A,N/A,N/A,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Male,First Year,BSCS,N/A,STEM,BSCS,BSIT,BSCpE,Agree,Agree,Agree,Agree,Agree,Disagree,Myself,Siblings,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Yes,No
Female,First Year,BSCpE,N/A,STEM,BSCS,BSIT,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Parents,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,51-70,Strongly Agree,Agree,Strongly Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Strongly Agree,N/A,No,Yes
Female,Second Year,BSCS,1.51-2.00,STEM,BSIT,BSCS,BSA,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Parents,Parents,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Agree,Disagree,No,Yes
Male,First Year,BSCpE,N/A,STEM,BSCE,BSCpE,BSME,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,51-70,Disagree,Disagree,Disagree,Disagree,N/A,N/A,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,No,Yes
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSME,BSEE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Teachers,Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Yes,Yes
Male,First Year,BSECE,N/A,STEM,BSCHE,BSCS,BSCE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Teachers,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,31-50,Disagree,Disagree,Agree,Strongly Agree,N/A,N/A,Agree,Agree,Agree,Disagree,Agree,No,Yes
Male,First Year,BSECE,N/A,STEM,BSCpE,BSEE,BSME,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,N/A,Agree,N/A,Disagree,Strongly Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,N/A,Agree,Disagree,Agree,Strongly Agree,N/A,No,No
Female,Third Year,BSCS,1.51-2.00,STEM,BSCS,BSIT,BSCpE,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Parents,Relatives,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,Yes
Female,First Year,BSCpE,N/A,TVL,BSEdSS,BSN,BSEdEng,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Teachers,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,31-50,Agree,Disagree,Disagree,N/A,Disagree,N/A,N/A,Agree,Agree,Strongly Agree,N/A,No,Yes
Male,First Year,BSECE,N/A,BAM,BSBAMM,BSTM,BSBAFM,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Parents,Parents,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,Agree,N/A,Disagree,Disagree,Agree,Strongly Agree,Agree,No,Yes
Male,Third Year,BSCS,1.51-2.00,STEM,BSCpE,BSCS,BSIT,Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Myself,Siblings,Agree,Disagree,Disagree,Disagree,Agree,Agree,Strongly Agree,31-50,Agree,N/A,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Yes,Yes
Male,First Year,BSECE,N/A,TVL,BSArch,BSCE,BSHM,Agree,Disagree,Agree,Agree,Agree,Agree,Myself,Parents,N/A,N/A,N/A,Agree,Agree,Agree,Strongly Agree,31-50,Disagree,N/A,Disagree,N/A,Strongly Disagree,N/A,N/A,Agree,Agree,Strongly Agree,N/A,No,Yes
Female,Third Year,BSME,1.51-2.00,STEM,BSCE,BSME,BSPsy,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Myself,Parents,Agree,Agree,Disagree,N/A,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Yes,No
Female,Third Year,BSCS,1.00-1.50,STEM,BSCS,BSCpE,BSArch,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Male,First Year,BSECE,N/A,STEM,BSECE,BSEE,BAC,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Parents,Relatives,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,31-50,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Disagree,Yes,No
Male,First Year,BSCS,N/A,STEM,BSCS,BSArch,BSCpE,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Myself,Myself,Strongly Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,31-50,Agree,Agree,Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Male,Third Year,BSCS,1.00-1.50,STEM,BSCS,BSCpE,BSIT,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,31-50,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Disagree,Yes,No
Male,First Year,BSECE,N/A,STEM,BSCE,BSECE,BSArch,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,10-30,Strongly Agree,Agree,Agree,Strongly Disagree,N/A,N/A,N/A,N/A,N/A,N/A,N/A,No,Yes
Male,Second Year,BSCpE,1.51-2.00,HESS,BSCpE,BSCS,BSIT,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSCpE,1.00-1.50,STEM,BSCpE,BSCpE,BSIT,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Disagree,51-70,Disagree,Agree,Disagree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Disagree,No,Yes
Male,Third Year,BSCS,1.51-2.00,TVL,BSCpE,BSCS,BSA,Agree,Disagree,Agree,Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,51-70,Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Agree,Disagree,Yes,No
Female,Second Year,BSCpE,1.51-2.00,TVL,BSIT,BSCpE,BSCS,Strongly Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Myself,Parents,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,51-70,Strongly Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Agree,Strongly Agree,N/A,Yes,No
Female,Third Year,BSCS,1.51-2.00,STEM,BSIT,BSCS,BSPsy,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Parents,Teachers,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,31-50,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Yes,No
Female,First Year,BSCS,N/A,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Disagree,Agree,N/A,N/A,N/A,N/A,Agree,Strongly Agree,N/A,Yes,No
Male,Third Year,BSCS,1.51-2.00,TVL,BSCS,BSIT,BSCpE,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Myself,Teachers,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,31-50,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,No,Yes
Male,Second Year,BSCpE,2.01-2.50,TVL,BSCpE,BSPsy,BSN,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Agree,Agree,Yes,Yes
Female,Third Year,BSCS,2.01-2.50,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Myself,Parents,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,31-50,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Female,Third Year,BSCE,1.51-2.00,STEM,BSCE,BSCHE,BSA,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Parents,Parents,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,31-50,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,N/A,Strongly Agree,Strongly Disagree,No,Yes
Female,First Year,BSECE,N/A,TVL,BSIT,BSCE,BSCpE,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Strongly Agree,Disagree,Disagree,N/A,N/A,N/A,Agree,Agree,Agree,Agree,Yes,No
Male,First Year,BSECE,N/A,STEM,BSME,BSECE,BSCS,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,31-50,Agree,Agree,N/A,Disagree,N/A,N/A,N/A,Disagree,Agree,Agree,N/A,No,Yes
Male,Third Year,BSCpE,1.51-2.00,HESS,BSCE,BSCpE,BSArch,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,No,Yes
Female,Third Year,BSCS,1.00-1.50,STEM,BSCS,BSIT,BSCpE,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Relatives,Siblings,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,31-50,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,N/A,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,No
Male,First Year,BSECE,N/A,STEM,BSCpE,BSArch,BSA,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Myself,Teachers,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,31-50,Agree,Agree,Agree,Disagree,N/A,N/A,Agree,Agree,Agree,Disagree,Agree,Yes,No
Female,Second Year,BSECE,1.00-1.50,STEM,BSME,BSEE,BSECE,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Myself,Parents,Agree,Agree,Disagree,Agree,N/A,Disagree,Disagree,31-50,Disagree,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Yes,No
Male,Third Year,BSCS,1.00-1.50,STEM,BSCS,BSIT,BSBAFM,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Myself,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,51-70,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Yes,No
Female,First Year,BSCpE,N/A,HESS,BSIT,BSTM,BSN,Agree,Agree,Agree,Agree,Agree,Agree,Siblings,Myself,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,51-70,Agree,Disagree,Disagree,Agree,N/A,N/A,N/A,Disagree,N/A,Strongly Agree,N/A,No,Yes
Female,Third Year,BSCpE,1.00-1.50,STEM,BSN,BSBio,BSCpE,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Myself,Parents,Agree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,31-50,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Yes,Yes
Female,Second Year,BSCHE,1.00-1.50,BAM,BSN,BSPsy,BSBio,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,31-50,Agree,Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,No,Yes
Male,First Year,BSECE,N/A,STEM,BSEE,BSIT,BSCS,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Myself,Parents,Disagree,Strongly Agree,Agree,N/A,Agree,Disagree,Strongly Agree,31-50,Strongly Agree,Strongly Agree,Agree,Disagree,N/A,N/A,N/A,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Yes,Yes
Female,First Year,BSCpE,N/A,BAM,BSArch,BSA,BSCE,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Myself,Parents,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,51-70,Disagree,Disagree,Disagree,Agree,N/A,N/A,N/A,Disagree,Disagree,Strongly Agree,N/A,No,Yes
Male,Third Year,BSCS,1.51-2.00,STEM,BSCHE,BSME,BSCS,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,31-50,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Disagree,Yes,No
Male,Second Year,BSCS,1.51-2.00,TVL,BSIT,BSCS,BSCpE,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Myself,Teachers,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,51-70,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes
Male,Third Year,BSCS,1.00-1.50,STEM,BSCS,BSCpE,BSBio,Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Disagree,Myself,Friends and/or boyfriend/girlfriend,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,31-50,Agree,Agree,Disagree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Disagree,Yes,Yes
Female,Second Year,BSCS,1.00-1.50,TVL,BSCS,BSCpE,BSIT,Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Myself,Relatives,Agree,Agree,Agree,Disagree,Disagree,Agree,Agree,31-50,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Disagree,Yes,Yes
Male,Second Year,BSCS,1.51-2.00,STEM,BSCS,BSCpE,BSECE,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Other,Agree,Agree,Agree,Agree,Agree,Agree,Agree,51-70,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No
Male,Second Year,BSCS,1.00-1.50,HESS,BSPsy,BSCS,BSEdSS,Agree,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Myself,Relatives,Disagree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,51-70,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,No
Male,Second Year,BSCS,1.00-1.50,STEM,BSCS,BSCpE,BSME,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Myself,Relatives,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Agree,51-70,Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Yes,No
Female,First Year,BSCS,N/A,TVL,BSCS,BSIT,BSA,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Myself,Siblings,Disagree,Agree,Agree,Disagree,Agree,Agree,Agree,51-70,Agree,Agree,Disagree,Disagree,N/A,N/A,Agree,Agree,Agree,Disagree,Agree,Yes,No
Male,Second Year,BSCS,1.00-1.50,STEM,BSCS,BSIT,BSCpE,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,N/A,Siblings,Other,Strongly Agree,Strongly Agree,Strongly Agree,N/A,N/A,Agree,Agree,51-70,Agree,Strongly Agree,Agree,N/A,Agree,Disagree,Agree,N/A,N/A,Agree,Agree,Yes,No
Male,Third Year,BSCS,1.51-2.00,STEM,BSCS,BMMP,BSArch,Agree,Agree,Agree,Agree,Agree,Agree,Myself,Teachers,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,31-50,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Disagree,Disagree,Yes,No
Male,First Year,BSCpE,N/A,TVL,BSIT,BSCpE,BSENTRE,Agree,Strongly Agree,Agree,Disagree,Disagree,Disagree,Myself,Myself,Strongly Disagree,Strongly Disagree,Strongly Disagree,N/A,Agree,N/A,Disagree,51-70,N/A,N/A,Disagree,Agree,N/A,N/A,Disagree,N/A,N/A,Strongly Agree,Strongly Disagree,No,Yes
Female,Second Year,BSCS,1.00-1.50,BAM,BSCS,BSCpE,BSIT,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Other,Agree,Agree,Disagree,Strongly Agree,Disagree,Agree,Disagree,51-70,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,N/A,Strongly Agree,Disagree,Yes,Yes
Male,Second Year,BSECE,1.51-2.00,TVL,BSCpE,BSECE,BSCS,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Myself,Teachers,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,31-50,Agree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Disagree,No,No
Male,First Year,BSCpE,N/A,STEM,BSCE,BSA,BSEdSci,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Myself,Friends and/or boyfriend/girlfriend,Agree,Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Disagree,51-70,Disagree,Disagree,Agree,Strongly Disagree,Disagree,N/A,Disagree,Disagree,Agree,Disagree,Agree,No,Yes
Male,First Year,BSCpE,N/A,SA,BSCE,BSCpE,BSArch,Agree,Strongly Disagree,Agree,Agree,Strongly Agree,Agree,Parents,Myself,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,51-70,Disagree,N/A,Strongly Disagree,Agree,Strongly Disagree,N/A,Disagree,Disagree,Disagree,Strongly Agree,Strongly Disagree,No,No
Male,Third Year,BSCpE,1.51-2.00,STEM,BSIT,BSCS,BSCpE,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Myself,Parents,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,31-50,Disagree,Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Agree,Disagree,No,Yes
