Decision_Making5,Personal_Assessment1,Personal_Assessment2,Personal_Assessment3,Personal_Assessment5,Course_Satisfaction1,Course_Satisfaction2,Course_Satisfaction3,Course_Satisfaction5,Academic_Experience1,Same_Course,Different_Course
Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,No,Yes
Family,Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,No,Yes
Family,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Institution,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,No,Yes
Family,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Family,Agree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,No
Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Yes,No
Myself,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Yes,No
Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,Yes
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,No
Myself,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Myself,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,No,Yes
Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,Yes,Yes
Myself,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Yes,No
Myself,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Myself,Strongly Disagree,Strongly Disagree,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,No,No
Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Disagree,Yes,Yes
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,No,Yes
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Yes,No
Myself,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Yes,No
Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Yes,No
Myself,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Myself,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Yes,No
Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,No,Yes
Myself,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Agree,Yes,No
Myself,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,No,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Yes,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Disagree,Yes,Yes
Myself,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Myself,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Yes,No
Myself,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Yes,Yes
Myself,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,No,Yes
Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,No,Yes
Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,No,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Myself,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Yes,Yes
Myself,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Yes,No
Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,No,Yes
Myself,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Yes,No
Myself,Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,No,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,Yes,No
Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,No
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,No,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,No,Yes
Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Disagree,Agree,No,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Strongly Disagree,Yes,No
Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,No
Myself,Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,No,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No
Myself,Agree,Strongly Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Disagree,No,No
Myself,Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Yes,No
Myself,Agree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Disagree,No,Yes
Myself,Disagree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Strongly Agree,Agree,No,No
Myself,Disagree,Agree,Agree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Yes,No
Myself,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,No,Yes
Myself,Disagree,Agree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Yes,No
Myself,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,No,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Yes,No
Family,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Family,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Yes,Yes
Family,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Yes,Yes
Family,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Disagree,Disagree,Yes,No
Myself,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Yes,No
Family,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,No,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Yes,No
Myself,Disagree,Disagree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,No,No
Family,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,Yes
Myself,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Strongly Disagree,Disagree,Yes,Yes
Myself,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Disagree,No,Yes
Myself,Disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Agree,No,Yes
Myself,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Yes,No
Myself,Agree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Yes,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Yes,No
Myself,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Yes,No
Myself,Agree,Disagree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,No,No
Myself,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Yes,Yes
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Yes,No
Myself,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Yes,No
Myself,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Disagree,No,Yes
Myself,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Strongly Disagree,Agree,Yes,No
Myself,Disagree,Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Yes,No
Myself,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Strongly Disagree,No,No
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Disagree,Agree,Agree,Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Strongly Disagree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Yes,No
Myself,Disagree,Agree,Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Yes,No
Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Strongly Disagree,No,Yes
Myself,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Disagree,No,No
Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,No,Yes
Myself,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,No,Yes
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,Yes
Family,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,No,Yes
Myself,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,No,Yes
Myself,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Disagree,Agree,Yes,No
Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Agree,No,Yes
Myself,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Yes,No
Myself,Agree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Disagree,Strongly Disagree,No,Yes
Myself,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Yes,No
Myself,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes,No
Myself,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Yes,No
Family,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,No,Yes
Family,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,No,Yes
